tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,total_amount
1609772345,1609772579,1,0.82,Midtown Center,Times Sq/Theatre District,Cash,5.0,0.0,8.3
1610639446,1610640275,1,2.09,Upper East Side North,Midtown North,Credit Card,11.0,2.14,16.44
1609524747,1609525080,1,1.4,UN/Turtle Bay South,Union Sq,Credit Card,6.5,2.9,12.7
1611150484,1611151447,2,3.78,East Chelsea,Upper East Side North,Credit Card,14.5,3.56,21.36
1611238389,1611239935,1,1.7,Yorkville East,Central Park,Cash,16.0,0.0,19.3
1610362767,1610363748,1,3.15,Lenox Hill West,Greenwich Village North,Credit Card,14.0,4.33,21.63
1610209649,1610210846,2,10.1,LaGuardia Airport,Parkchester,Cash,29.0,0.0,35.92
1609862848,1609863111,2,0.66,Flatiron,East Chelsea,Credit Card,5.0,1.4,10.7
1610878027,1610878562,5,3.05,West Village,Lincoln Square East,Credit Card,10.5,1.0,14.8
1610993097,1610993310,1,0.51,Garment District,Garment District,Cash,4.5,0.0,7.8
1611576580,1611576925,1,0.7,World Trade Center,TriBeCa/Civic Center,Credit Card,5.5,2.6,11.4
1611403162,1611403544,1,2.06,Midtown East,Union Sq,Credit Card,7.5,2.7,13.5
1610443829,1610444321,1,1.45,Midtown Center,Union Sq,Credit Card,7.5,2.16,12.96
1610391916,1610392423,1,1.7,Lincoln Square West,Upper West Side North,Credit Card,8.5,3.2,16.0
1611253612,1611254162,1,1.87,Upper West Side North,Clinton West,Credit Card,8.5,2.0,14.8
1609858683,1609859753,1,4.2,Lincoln Square East,Greenwich Village South,Credit Card,16.5,3.95,23.75
1610041363,1610041977,1,2.14,Midtown North,Upper West Side South,Credit Card,9.0,2.66,15.96
1611266211,1611266456,1,1.4,UN/Turtle Bay South,Lenox Hill West,Credit Card,6.0,1.95,11.75
1612086809,1612087214,1,1.5,Hamilton Heights,Central Harlem,Cash,7.5,0.0,8.3
1609613301,1609614141,1,0.94,Midtown Center,UN/Turtle Bay South,Credit Card,10.0,1.33,14.63
1610967475,1610967682,1,0.72,Upper East Side South,Upper East Side South,Cash,4.5,0.0,7.8
1610479225,1610479615,1,0.74,Lenox Hill East,Sutton Place/Turtle Bay North,Cash,6.0,0.0,10.3
1610814286,1610814436,2,0.4,Lenox Hill West,Upper East Side South,Credit Card,4.0,2.05,9.35
1611320458,1611320744,1,1.03,Murray Hill,Midtown North,Credit Card,5.5,1.2,10.0
1610208297,1610208594,1,0.8,Greenwich Village South,TriBeCa/Civic Center,Credit Card,5.0,1.65,9.95
1611077039,1611077782,1,2.6,Midtown East,East Village,Credit Card,11.0,2.0,17.3
1611407748,1611408723,1,3.68,Gramercy,Long Island City/Hunters Point,Credit Card,14.5,2.5,20.3
1609959280,1609959717,1,1.68,Midtown Center,Union Sq,Credit Card,7.5,2.36,14.16
1611322419,1611322958,2,1.3,Upper West Side North,Lincoln Square East,Credit Card,8.0,2.25,13.55
1609917138,1609917252,1,0.55,UN/Turtle Bay South,Kips Bay,Cash,3.5,0.0,6.8
1611922911,1611924320,3,4.35,Kips Bay,Upper West Side South,Credit Card,18.5,4.36,26.16
1611599081,1611599580,1,1.8,Upper East Side South,Upper East Side North,Credit Card,8.0,2.46,14.76
1611615968,1611616653,2,3.6,Lenox Hill East,Central Harlem,Cash,12.5,0.0,16.3
1611760746,1611762177,1,5.63,Midtown Center,Financial District South,Cash,20.5,0.0,23.8
1610646565,1610647169,1,1.65,World Trade Center,Lower East Side,Credit Card,8.5,2.56,15.36
1610920780,1610920984,1,1.2,Lenox Hill West,Yorkville West,Cash,5.5,0.0,9.3
1609589648,1609591198,1,6.0,Gramercy,Manhattan Valley,Credit Card,23.0,7.0,33.3
1610405137,1610405325,1,0.63,Midtown East,Midtown Center,Credit Card,4.5,0.8,9.1
1610015563,1610015971,1,1.29,Upper East Side South,Upper East Side South,Credit Card,6.5,2.94,12.74
1610953077,1610953598,1,2.18,Midtown East,Lincoln Square East,Cash,9.0,0.0,12.3
1610539659,1610540242,3,1.76,Midtown Center,Upper East Side North,Credit Card,8.5,2.36,14.16
1611991274,1611991554,1,0.92,East Chelsea,Penn Station/Madison Sq West,Cash,5.5,0.0,8.8
1612076326,1612076923,5,2.63,East Village,UN/Turtle Bay South,Credit Card,10.0,2.0,15.3
1609840946,1609840949,0,0.0,JFK Airport,JFK Airport,Cash,2.5,0.0,3.3
1611408169,1611408381,1,0.5,Lincoln Square West,Lincoln Square West,Credit Card,4.5,1.95,9.75
1611418407,1611418610,1,0.75,Kips Bay,UN/Turtle Bay South,Credit Card,4.5,1.0,8.8
1610185906,1610186341,1,2.5,Long Island City/Queens Plaza,Murray Hill,Cash,9.5,0.0,12.8
1609602882,1609603666,1,2.79,Murray Hill,Yorkville West,Credit Card,11.5,4.44,19.24
1611742669,1611743697,1,4.92,Times Sq/Theatre District,Central Harlem,Credit Card,17.5,0.0,20.8
1610033264,1610033637,2,0.98,Upper West Side North,Lincoln Square West,Credit Card,6.5,1.96,11.76
1612031659,1612031967,6,1.06,Flatiron,West Village,Cash,5.5,0.0,8.8
1612096569,1612096811,1,1.24,Clinton East,East Chelsea,Credit Card,6.0,0.0,9.3
1612025762,1612026153,1,0.5,Bloomingdale,Central Park,Credit Card,6.0,0.0,6.8
1612080794,1612081360,1,2.44,Kips Bay,West Village,Cash,9.5,0.0,12.8
1611417612,1611418193,1,1.9,Midtown South,Upper East Side South,Credit Card,8.5,2.35,14.15
1610368373,1610368914,1,1.52,Penn Station/Madison Sq West,Murray Hill,Credit Card,8.0,3.39,14.69
1611597116,1611597703,1,1.3,Upper East Side South,Lenox Hill East,Cash,8.0,0.0,12.3
1611317655,1611318150,1,1.9,Central Park,Central Park,Cash,8.5,0.0,11.8
1609863591,1609864456,1,2.17,Upper East Side South,Clinton West,Cash,11.0,0.0,15.3
1611150877,1611151073,1,0.51,Murray Hill,UN/Turtle Bay South,Cash,4.0,0.0,7.3
1611944859,1611945059,1,0.3,Yorkville West,Upper East Side North,Credit Card,4.0,1.65,9.95
1610379460,1610379611,1,0.43,East Harlem South,East Harlem South,Cash,4.0,0.0,4.8
1609932924,1609933858,1,2.65,East Harlem South,Lincoln Square East,Credit Card,12.0,3.0,18.3
1609982091,1609982257,1,0.8,Lower East Side,East Village,Cash,4.5,0.0,8.3
1610010111,1610010753,1,1.72,West Chelsea/Hudson Yards,Clinton East,Credit Card,9.0,3.08,15.38
1612102982,1612103359,1,1.65,East Village,Kips Bay,Credit Card,7.0,2.58,12.88
1611690968,1611691191,1,0.62,Upper East Side North,Yorkville West,Credit Card,4.5,0.88,9.68
1611936211,1611937003,2,1.33,East Harlem South,East Harlem North,Cash,10.0,0.0,11.8
1611842088,1611842364,1,0.49,Kips Bay,Gramercy,Cash,5.0,0.0,8.3
1611041569,1611042154,1,2.83,East Chelsea,Midtown Center,Credit Card,10.5,5.0,18.8
1612115535,1612116200,1,1.94,Penn Station/Madison Sq West,UN/Turtle Bay South,Credit Card,9.0,1.5,13.8
1611152795,1611153593,1,3.68,Battery Park City,Penn Station/Madison Sq West,Credit Card,13.5,1.5,18.3
1610998598,1610999198,1,2.3,West Chelsea/Hudson Yards,Hudson Sq,Credit Card,9.0,2.46,14.76
1611353680,1611354080,1,1.33,Meatpacking/West Village West,East Chelsea,Credit Card,7.0,2.16,12.96
1609614978,1609615700,1,4.6,Lincoln Square East,Hamilton Heights,Cash,15.5,0.0,18.8
1610549937,1610550164,1,0.5,Upper East Side South,Upper East Side South,Credit Card,4.5,1.55,9.35
1611060913,1611061374,1,0.82,Upper East Side South,Yorkville West,Credit Card,6.5,1.96,11.76
1609698995,1609699234,2,0.9,Yorkville West,Lenox Hill East,Credit Card,5.0,1.65,9.95
1611686554,1611686819,1,1.22,East Village,Kips Bay,Credit Card,5.5,2.94,12.74
1611075821,1611076392,1,2.55,Kips Bay,Lenox Hill East,Credit Card,9.5,2.76,16.56
1610904187,1610904997,6,1.74,Greenwich Village North,East Chelsea,Credit Card,10.5,2.76,16.56
1611946626,1611947019,1,1.02,Midtown Center,Penn Station/Madison Sq West,Cash,6.0,0.0,10.3
1612093461,1612093907,1,2.63,Upper West Side North,East Harlem North,Credit Card,9.5,3.84,16.64
1610985073,1610985315,1,1.0,Lenox Hill West,Yorkville West,Credit Card,5.5,1.75,10.55
1610734617,1610734813,1,0.64,Upper East Side South,Midtown Center,Credit Card,4.5,1.76,10.56
1609602095,1609602378,1,0.54,Central Park,Lincoln Square East,Cash,5.0,0.0,8.3
1609955918,1609956570,1,2.2,Midtown Center,Upper East Side North,Credit Card,10.5,4.22,19.02
1609964875,1609965207,1,2.1,Midtown Center,East Harlem South,Credit Card,8.0,2.35,14.15
1610567530,1610568001,1,3.35,UN/Turtle Bay South,Yorkville West,Credit Card,8.5,3.2,16.0
1611407417,1611408453,2,2.87,Yorkville West,Clinton West,Credit Card,13.0,4.08,20.38
1609756863,1609757723,1,2.56,Central Park,Midtown East,Credit Card,11.5,2.22,17.02
1611084990,1611085395,5,1.2,Upper East Side North,Lenox Hill East,Credit Card,7.0,2.26,13.56
1611173371,1611173774,1,2.0,Gramercy,TriBeCa/Civic Center,Credit Card,8.5,2.45,14.75
1610894185,1610894860,1,3.14,Murray Hill,Long Island City/Queens Plaza,Credit Card,12.0,3.0,18.3
1611995799,1611996210,1,1.49,Lenox Hill West,Lincoln Square East,Credit Card,7.0,2.0,12.3
1609751044,1609751775,0,1.5,Lenox Hill East,UN/Turtle Bay South,Credit Card,9.5,3.8,16.6
1609941490,1609941843,1,0.9,Yorkville West,Central Park,Credit Card,6.0,1.85,11.15
1610910571,1610912583,2,18.0,JFK Airport,Greenwich Village North,Credit Card,52.0,12.25,73.67
1611251084,1611251317,1,0.5,Upper East Side North,Yorkville West,Cash,4.5,0.0,8.8
1610028141,1610028498,1,0.4,Upper East Side North,Upper East Side South,Cash,5.5,0.0,8.8
1611950152,1611951947,1,11.5,JFK Airport,Clinton Hill,Cash,35.0,0.0,36.3
1611672616,1611673074,1,0.98,Gramercy,Penn Station/Madison Sq West,Credit Card,6.5,1.96,11.76
1610024711,1610025403,1,2.06,Upper East Side South,Penn Station/Madison Sq West,Credit Card,9.5,2.0,14.8
1612116525,1612117587,1,4.62,Union Sq,Boerum Hill,Credit Card,16.5,2.0,21.8
1611913934,1611914769,1,1.7,Upper West Side North,Upper East Side North,Cash,10.5,0.0,13.8
1609460829,1609461234,1,1.6,Upper East Side South,Central Park,Credit Card,7.5,1.5,12.8
1610637401,1610637746,1,1.1,Upper East Side South,Lenox Hill East,Credit Card,6.0,2.32,11.62
1612094877,1612095426,1,2.5,Lincoln Square East,Flatiron,Credit Card,9.5,2.56,15.36
1611928287,1611928449,2,0.66,Sutton Place/Turtle Bay North,UN/Turtle Bay South,Cash,4.0,0.0,7.3
1612019350,1612020274,1,2.69,Central Harlem,Lincoln Square West,Credit Card,12.5,3.95,19.75
1610546847,1610547737,1,2.74,Lincoln Square East,Morningside Heights,Credit Card,12.0,3.06,18.36
1610351283,1610351694,1,0.8,Midtown East,Garment District,Cash,6.0,0.0,9.3
1609918721,1609918956,1,1.17,Upper East Side South,East Harlem South,Cash,5.5,0.0,8.8
1609490233,1609490830,1,1.36,East Harlem South,Central Harlem,Cash,8.5,0.0,9.3
1611879075,1611881074,1,0.0,Lenox Hill East,East New York,Credit Card,44.2,0.0,45.0
1611052951,1611053879,1,0.0,South Jamaica,East New York,Credit Card,18.2,0.0,19.0
1610196366,1610197080,0,2.0,Lincoln Square East,Upper East Side South,Credit Card,10.5,2.07,15.87
1611589047,1611589790,2,2.19,Midtown East,Yorkville West,Credit Card,10.0,2.0,15.3
1610661499,1610661816,1,0.87,Upper West Side North,Upper West Side South,Credit Card,6.0,5.0,14.8
1612012515,1612012609,1,0.45,Yorkville West,Lenox Hill West,Cash,3.5,0.0,6.8
1611235799,1611236840,1,3.59,Murray Hill,TriBeCa/Civic Center,Cash,14.0,0.0,17.3
1611934358,1611935161,1,1.87,Upper West Side North,Lenox Hill West,Credit Card,10.0,2.66,15.96
1611062876,1611063265,1,1.3,Upper East Side North,Central Park,Credit Card,7.0,2.0,12.3
1611771456,1611771846,1,1.6,East Harlem South,Yorkville West,Cash,7.0,0.0,11.3
1610941797,1610943743,5,8.74,Yorkville West,Financial District South,Cash,0.0,0.0,0.0
1611250996,1611251477,1,1.4,Lenox Hill West,Upper East Side North,Credit Card,7.5,2.36,14.16
1610205513,1610207651,1,16.42,Clinton East,Stapleton,Cash,46.5,0.0,62.04
1610387233,1610387733,1,2.36,East Village,East Chelsea,Credit Card,9.5,2.76,16.56
1611838599,1611839809,1,2.96,Midtown North,East Chelsea,Cash,14.0,0.0,17.3
1611683879,1611684145,1,1.1,West Village,West Chelsea/Hudson Yards,Cash,6.0,0.0,10.3
1609836430,1609837216,1,2.47,East Harlem South,Midtown Center,Cash,11.0,0.0,14.3
1611665643,1611667370,1,7.41,Murray Hill,Rego Park,Credit Card,25.0,8.11,48.65
1610016438,1610016851,1,1.08,SoHo,Little Italy/NoLiTa,Cash,6.5,0.0,9.8
1610043670,1610043961,1,0.8,East Village,East Village,Credit Card,5.0,1.67,10.97
1609778320,1609778568,1,0.7,Clinton East,Times Sq/Theatre District,Credit Card,5.0,1.0,9.8
1610280730,1610281511,1,3.43,UN/Turtle Bay South,Upper East Side North,Credit Card,12.5,3.16,18.96
1611047650,1611048180,1,1.75,Upper West Side North,Lincoln Square East,Credit Card,8.5,2.36,14.16
1611488036,1611488524,1,2.08,Battery Park City,SoHo,Credit Card,8.5,2.36,14.16
1611937799,1611938517,1,2.2,Upper East Side South,Upper West Side North,Credit Card,10.5,1.0,15.8
1611409303,1611409964,1,2.3,Yorkville West,Lincoln Square East,Credit Card,10.0,1.0,14.3
1610646721,1610647398,5,2.14,Lenox Hill West,Upper West Side South,Credit Card,10.0,2.86,17.16
1610453524,1610453715,1,0.65,West Village,Greenwich Village North,Cash,4.5,0.0,7.8
1609602595,1609602872,1,0.56,Upper East Side North,Lenox Hill West,Cash,5.0,0.0,8.3
1611156849,1611157129,1,0.9,East Village,Alphabet City,Credit Card,5.5,2.64,11.44
1609540401,1609542418,4,10.35,Midtown North,Crown Heights North,Credit Card,32.5,5.0,41.3
1610201910,1610202523,1,1.81,Upper East Side North,Central Park,Credit Card,9.5,3.2,16.0
1611766483,1611766746,5,1.45,Times Sq/Theatre District,Upper West Side South,Credit Card,6.0,2.06,12.36
1611514389,1611515018,1,3.03,Lenox Hill West,Stuy Town/Peter Cooper Village,Credit Card,10.5,0.0,13.8
1610658466,1610659072,1,2.97,Flatiron,Lincoln Square West,Credit Card,11.5,3.83,19.13
1610662384,1610662613,1,1.22,Flatiron,Times Sq/Theatre District,Credit Card,5.5,1.86,11.16
1611919258,1611919442,1,0.9,Yorkville West,East Harlem South,Credit Card,4.5,2.3,10.1
1609661085,1609661530,1,3.81,JFK Airport,Laurelton,Cash,12.5,0.0,13.3
1610990129,1610990424,1,1.18,Flatiron,SoHo,Credit Card,5.5,1.76,10.56
1611651272,1611651618,1,0.9,Yorkville West,Lenox Hill West,Credit Card,5.5,0.62,9.42
1610039260,1610041180,1,18.54,JFK Airport,East Village,Cash,52.0,0.0,65.92
1610708954,1610709500,1,1.15,Union Sq,Midtown South,Credit Card,7.5,1.0,11.8
1611071417,1611071669,4,0.61,Yorkville West,Yorkville East,Credit Card,4.5,1.56,9.36
1610695398,1610695530,1,0.83,East Chelsea,Clinton West,Credit Card,4.5,0.2,8.0
1610056866,1610057118,1,0.8,Bloomingdale,Morningside Heights,Credit Card,5.0,1.15,6.95
1610643786,1610644301,1,1.36,Upper East Side South,Lincoln Square East,Credit Card,7.5,2.36,14.16
1611256598,1611258854,3,13.71,West Village,Flushing Meadows-Corona Park,Credit Card,41.5,12.98,64.9
1610479838,1610480211,6,1.87,Midtown Center,Union Sq,Credit Card,7.5,1.77,13.57
1610748337,1610749074,1,3.24,Meatpacking/West Village West,Lincoln Square East,Credit Card,12.0,3.16,18.96
1610456528,1610457387,1,0.0,Washington Heights South,Central Harlem,Credit Card,14.2,0.0,15.0
1610634483,1610635374,1,2.42,Central Harlem North,Bloomingdale,Credit Card,11.5,2.0,14.3
1610913295,1610913763,1,2.46,East Harlem North,Lenox Hill West,Cash,8.5,0.0,11.8
1609850042,1609851727,2,6.48,Upper West Side South,Long Island City/Queens Plaza,Credit Card,23.5,6.7,33.5
1611408270,1611409776,0,5.0,Astoria,Clinton East,Credit Card,20.0,3.0,26.3
1611940844,1611942109,1,0.9,Penn Station/Madison Sq West,East Chelsea,Cash,12.0,0.0,16.3
1612121158,1612121333,1,1.02,Sutton Place/Turtle Bay North,UN/Turtle Bay South,Credit Card,5.0,1.66,9.96
1610376283,1610376738,1,1.83,Murray Hill,Lenox Hill West,Credit Card,7.5,3.24,14.04
1611431667,1611432371,4,2.0,West Village,Kips Bay,Cash,10.0,0.0,13.3
1609842454,1609842666,1,1.1,Hudson Sq,Union Sq,Credit Card,5.5,1.75,10.55
1610217789,1610219095,2,9.98,Yorkville West,Bronx Park,Credit Card,28.5,6.36,38.16
1610623556,1610624086,1,3.37,Yorkville East,Kips Bay,Credit Card,12.0,3.06,18.36
1609860085,1609860244,1,0.42,Midtown North,Lincoln Square East,Credit Card,4.0,0.73,8.03
1610019368,1610019502,2,0.69,Midtown South,Union Sq,Cash,4.0,0.0,7.3
1611221479,1611222007,1,1.3,Upper East Side North,Upper East Side South,Credit Card,7.5,2.16,12.96
1609858735,1609859242,1,1.8,Midtown East,Yorkville East,Cash,7.5,0.0,10.8
1611671222,1611672233,1,2.7,Gramercy,Upper East Side South,Credit Card,13.0,2.44,18.74
1611774531,1611774716,1,0.7,Upper East Side South,Upper East Side South,Credit Card,4.5,1.0,9.8
1611928605,1611929285,1,1.87,East Chelsea,Gramercy,Credit Card,9.5,3.2,16.0
1610469253,1610469726,1,2.1,Garment District,Lenox Hill West,Credit Card,8.5,1.0,13.8
1611342919,1611343250,1,1.14,Lincoln Square East,Central Park,Credit Card,6.0,1.54,11.84
1611236871,1611237232,1,0.9,Central Park,Midtown North,Credit Card,6.0,2.0,11.3
1610966131,1610966551,1,1.53,Upper West Side North,Manhattan Valley,Credit Card,7.5,2.0,12.8
1610292486,1610292961,1,1.1,Upper West Side South,Lincoln Square East,Credit Card,7.0,2.06,12.36
1610038704,1610039445,1,1.9,Sutton Place/Turtle Bay North,Lincoln Square East,Credit Card,10.0,2.85,17.15
1611978704,1611978808,1,0.6,Flatiron,Flatiron,Cash,4.0,0.0,7.8
1611293095,1611293573,1,2.1,Bloomingdale,East Harlem North,Credit Card,8.5,1.95,11.75
1610565790,1610567113,1,6.89,Upper West Side North,East Village,Credit Card,23.0,5.46,32.76
1611135905,1611137063,1,3.6,Sunnyside,Rego Park,Cash,16.0,0.0,17.3
1611822253,1611822727,1,1.57,Penn Station/Madison Sq West,Midtown Center,Credit Card,7.5,2.7,13.5
1610029665,1610031059,3,4.16,Gramercy,Upper West Side North,Credit Card,18.0,1.0,22.3
1610059438,1610060720,2,9.64,JFK Airport,Hammels/Arverne,Cash,28.5,0.0,29.8
1609959392,1609959522,2,0.77,Kips Bay,East Village,Credit Card,4.5,1.76,10.56
1609827542,1609827776,1,0.81,Penn Station/Madison Sq West,Times Sq/Theatre District,Cash,5.0,0.0,8.3
1610108834,1610109622,1,2.1,Flatiron,UN/Turtle Bay South,Cash,10.5,0.0,13.8
1610438447,1610439545,1,3.6,Midtown East,TriBeCa/Civic Center,Credit Card,15.0,3.65,21.95
1609781114,1609781472,1,0.98,Flatiron,West Village,Cash,6.0,0.0,10.3
1610840628,1610840812,1,0.8,Upper East Side North,Upper East Side North,Cash,4.5,0.0,8.3
1609523476,1609523706,1,0.65,NV,Times Sq/Theatre District,Cash,4.5,0.0,7.8
1610900725,1610901298,1,2.19,Yorkville West,Central Harlem,Credit Card,9.5,1.55,14.35
1611217282,1611217722,1,1.44,Upper East Side North,Midtown Center,Credit Card,7.5,2.7,13.5
1611995417,1611995651,1,0.77,Central Park,Lenox Hill West,Cash,5.0,0.0,8.3
1611564656,1611566146,2,4.4,East Harlem South,Union Sq,Credit Card,18.0,4.25,25.55
1610489791,1610573721,2,3.47,Flatiron,Upper West Side South,Credit Card,12.0,3.16,18.96
1609864013,1609864986,1,3.14,Midtown East,Upper West Side North,Cash,14.0,0.0,18.3
1609529499,1609529731,2,0.3,Times Sq/Theatre District,Times Sq/Theatre District,Cash,4.0,0.0,7.3
1611857802,1611858349,3,2.25,Lincoln Square East,West Chelsea/Hudson Yards,Credit Card,9.5,1.0,14.8
1611430818,1611431297,1,1.07,Union Sq,Kips Bay,Cash,7.0,0.0,10.3
1611766384,1611766715,1,1.01,West Chelsea/Hudson Yards,Flatiron,Credit Card,6.0,1.0,11.3
1611326084,1611326182,1,0.13,Upper East Side South,Upper East Side South,Cash,3.0,0.0,6.3
1611686220,1611686881,1,2.37,Union Sq,Lower East Side,Dispute,-10.0,0.0,-14.3
1610990117,1610991090,1,3.64,NV,World Trade Center,Credit Card,14.5,3.56,21.36
1610640897,1610642622,2,4.3,Yorkville East,Stuy Town/Peter Cooper Village,Credit Card,20.0,5.0,29.3
1610437050,1610437216,0,0.6,Yorkville East,Yorkville West,Credit Card,4.0,1.45,8.75
1612002555,1612002838,1,1.43,Upper West Side North,Upper East Side North,Credit Card,6.5,1.96,11.76
1611766963,1611768172,1,3.08,Lenox Hill East,Upper West Side North,Cash,14.5,0.0,18.8
1610726869,1610727594,1,1.8,West Chelsea/Hudson Yards,Greenwich Village North,Credit Card,9.5,2.55,15.35
1609600668,1609600770,1,0.42,Lincoln Square West,Clinton West,Cash,3.5,0.0,6.8
1611834237,1611834631,2,1.4,Upper East Side North,Midtown Center,Credit Card,7.0,2.58,12.88
1610794954,1610795399,1,1.4,Union Sq,Little Italy/NoLiTa,Credit Card,7.0,2.05,12.35
1610865231,1610866510,1,10.23,Upper West Side South,LaGuardia Airport,Credit Card,30.0,5.0,44.42
1611858553,1611858924,1,1.9,Midtown East,Yorkville West,Credit Card,7.5,2.36,14.16
1611412196,1611412513,3,0.82,East Chelsea,Union Sq,Credit Card,5.5,1.32,10.12
1611762109,1611762760,2,2.3,Murray Hill,Upper East Side South,Credit Card,9.5,3.2,16.0
1612104500,1612105483,1,6.3,Murray Hill,Battery Park City,Credit Card,20.5,5.95,29.75
1609840424,1609840778,2,0.69,Sutton Place/Turtle Bay North,Lenox Hill West,Credit Card,5.5,1.76,10.56
1610367072,1610367648,3,1.98,Lincoln Square East,Manhattan Valley,Cash,8.5,0.0,11.8
1610723144,1610723811,0,1.6,Midtown East,Penn Station/Madison Sq West,Credit Card,9.5,5.0,17.8
1610901575,1610901982,1,0.95,Midtown East,Clinton East,Cash,6.0,0.0,9.3
1610662854,1610663301,1,1.88,East Harlem South,Manhattan Valley,Cash,8.0,0.0,9.3
1609830276,1609830659,2,1.55,Sutton Place/Turtle Bay North,Kips Bay,Cash,7.0,0.0,10.3
1610911548,1610912228,1,2.5,Yorkville East,Midtown Center,Cash,10.5,0.0,13.8
1611569623,1611570484,1,3.0,Upper West Side South,Hamilton Heights,Credit Card,12.5,2.0,17.8
1611166183,1611166531,2,1.8,Greenwich Village South,Midtown South,Credit Card,7.0,0.0,11.3
1610180261,1610180482,1,0.4,Upper West Side North,Upper West Side South,Credit Card,4.5,1.55,9.35
1610776736,1610776856,1,0.87,East Harlem North,East Harlem South,Cash,4.5,0.0,5.8
1610483411,1610483739,1,0.63,UN/Turtle Bay South,Midtown Center,Cash,5.5,0.0,9.3
1611416351,1611416604,1,0.9,Lenox Hill West,Upper East Side North,Cash,5.5,0.0,8.8
1611578107,1611578734,1,0.0,Flatlands,Canarsie,Credit Card,14.2,0.0,15.0
1610355865,1610356046,1,0.7,Gramercy,Murray Hill,Credit Card,4.5,1.55,9.35
1611858951,1611859575,1,2.2,Midtown Center,East Chelsea,Credit Card,9.5,2.75,16.55
1611836452,1611837215,1,2.3,Lincoln Square West,Murray Hill,Cash,10.5,0.0,13.8
1609931974,1609934167,4,6.32,Yorkville East,Washington Heights South,Cash,28.0,0.0,31.3
1609690677,1609691996,1,5.52,Clinton East,Clinton East,Credit Card,21.0,2.0,26.3
1612100415,1612101230,1,2.9,Lenox Hill West,East Chelsea,Credit Card,12.0,0.15,15.45
1610445675,1610446669,1,2.5,Midtown East,Lincoln Square West,Credit Card,12.5,3.16,18.96
1610007927,1610008445,6,1.46,Murray Hill,Upper East Side South,Credit Card,8.0,2.26,13.56
1610642231,1610643159,1,2.15,Kips Bay,East Chelsea,Credit Card,11.5,2.69,18.49
1609625950,1609626608,1,1.6,Midtown South,Clinton West,Credit Card,9.0,0.0,12.8
1610478522,1610479278,1,2.8,West Chelsea/Hudson Yards,Little Italy/NoLiTa,Credit Card,12.0,3.25,19.55
1610091826,1610092398,2,1.95,Yorkville East,Midtown North,Credit Card,8.5,1.0,12.8
1609686752,1609687018,1,0.81,Little Italy/NoLiTa,Greenwich Village North,Credit Card,5.0,1.66,9.96
1610468986,1610469387,1,1.21,Upper East Side South,Yorkville West,Credit Card,6.5,2.16,12.96
1611390733,1611392517,2,17.85,JFK Airport,Sutton Place/Turtle Bay North,Credit Card,52.0,8.0,69.42
1610005287,1610009384,1,8.17,East Flatbush/Remsen Village,Financial District North,Credit Card,45.0,2.75,48.55
1610132046,1610132651,1,2.79,TriBeCa/Civic Center,Garment District,Credit Card,10.5,2.96,17.76
1610032151,1610032552,1,1.17,Midtown North,Upper East Side North,Credit Card,7.0,2.0,12.3
1610987373,1610987693,1,0.94,Bloomingdale,Upper West Side North,Cash,6.0,0.0,9.3
1610224908,1610225749,2,3.1,Manhattan Valley,Washington Heights South,Credit Card,13.0,2.85,17.15
1611580250,1611580461,1,0.4,Midtown Center,Midtown Center,Cash,4.5,0.0,7.8
1611075090,1611075408,6,1.21,Bloomingdale,Upper West Side North,Credit Card,6.0,2.0,12.3
1611741384,1611741758,1,1.31,West Village,Little Italy/NoLiTa,Credit Card,6.5,2.94,12.74
1611048859,1611049662,1,1.6,NV,NV,Credit Card,9.0,0.0,9.8
1611474290,1611474434,1,0.7,Lenox Hill East,Upper East Side South,Credit Card,4.0,1.1,8.4
1611047312,1611048448,2,4.44,Upper West Side North,Union Sq,Credit Card,16.5,3.96,23.76
1609586626,1609587174,1,2.0,Flatiron,Midtown Center,Credit Card,9.0,3.05,15.35
1610049610,1610050878,1,8.3,Lower East Side,Morningside Heights,Cash,26.5,0.0,30.3
1611346026,1611347253,1,4.31,Midtown North,Alphabet City,Credit Card,16.5,4.06,24.36
1610529154,1610529279,5,0.3,Yorkville West,Upper East Side North,Cash,3.5,0.0,6.8
1610377807,1610378099,1,0.94,UN/Turtle Bay South,Murray Hill,Credit Card,5.5,1.76,10.56
1609573015,1609574033,1,6.2,Manhattan Valley,Greenwich Village North,Cash,20.5,0.0,23.8
1611678709,1611679155,1,0.98,Upper East Side North,Lenox Hill West,Credit Card,7.0,1.5,12.8
1611870287,1611870509,1,0.7,Lower East Side,East Village,Credit Card,5.0,0.7,9.5
1610197286,1610198696,1,9.6,LaGuardia Airport,Central Park,Credit Card,29.0,5.0,43.42
1610558470,1610559478,1,2.6,Hudson Sq,UN/Turtle Bay South,Credit Card,12.5,1.0,17.8
1612063264,1612064724,1,7.23,Lower East Side,East New York,Credit Card,24.0,6.95,34.75
1610117690,1610117946,1,0.67,Upper East Side South,Upper East Side North,Credit Card,5.0,1.66,9.96
1610571002,1610572157,1,4.22,Clinton East,Alphabet City,Credit Card,15.5,3.86,23.16
1609764172,1609764659,1,1.41,East Village,Kips Bay,Credit Card,7.5,5.0,15.8
